0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962,0.9962
-0.077527314,0.035084214,0.21156786,-0.048916075,-0.16790105,-1.0131509,-1.3910878,-0.5802959,-0.091444224,-0.7227541,-0.5895866,-0.038714536,-1.0859724,-0.0047310903,1.2823509
-0.27327478,-0.29315636,0.21273346,0.3062881,0.06278464,-0.95798135,-1.3422958,-0.3146916,0.015622287,-0.092509136,-0.532489,0.14405236,-0.59877723,-0.017229142,0.5673934
-0.30695057,-0.07991266,-0.56949085,0.16312099,-0.6215657,-1.3702234,-0.70932394,-0.64094484,0.8750904,0.23732081,-0.54173774,0.59508824,-0.9875985,1.0997616,0.8761046
-0.4849859,-0.22293934,0.06154947,0.28956664,-0.28516787,-0.897269,0.21844462,-0.2650634,1.0652215,-0.17620751,-1.0843627,0.3976261,-1.4052737,0.5078397,0.6209081
-0.22643593,0.6111866,-0.28589126,0.69749117,-0.30707252,-1.0406351,-0.5996118,-0.81438124,1.004158,0.2194092,-1.1016083,0.2351134,-1.2548175,0.7803677,1.1353763
-0.4913301,0.7306048,0.037929848,0.5265578,-0.55312365,0.004924029,-0.89882904,-1.1890814,1.1752712,-0.5987089,-0.41835696,1.2509055,-0.81294787,1.4655833,1.2779287
-0.14570954,0.9497718,1.1057451,0.4386926,-0.20842811,-0.5582338,-1.405527,-0.22735061,1.2304972,0.18804222,-0.6041171,1.3608317,-0.6497125,1.1927781,1.4794934
0.08510549,0.8994105,1.4973747,0.980062,0.5018172,-0.14620087,-1.3394678,-0.23039602,0.7642797,0.6690646,-0.83427674,1.7379686,0.11288808,1.5151566,1.330735
-0.58708555,1.2195035,2.201758,1.1460378,0.1168705,-0.33071488,-0.6912273,0.2741195,0.35155833,1.1086758,-0.24480572,1.4998424,-0.50335807,0.7708153,0.40285027
-0.047252625,1.0110526,1.2194444,1.2768745,0.05307418,-0.35072297,-0.24028827,0.5668972,0.12732919,0.98096573,0.43045995,0.88290596,0.12419996,0.47730988,0.8141983
0.35760975,0.8593267,-0.15273526,0.62045145,1.0698313,0.064319156,-0.316352,0.08353298,0.420098,0.2842272,0.8025236,0.50023985,0.41283917,0.8253298,0.91480213
0.5307192,0.97755784,0.9736681,0.9987312,0.8817347,-0.33418393,-0.061640665,0.1442558,0.7978653,0.39571628,0.087930426,0.61992323,0.6412592,0.3670386,0.991797
1.0738591,0.8820643,0.5071683,1.4168589,1.0394728,-0.64602923,-0.15016972,-0.33564728,0.041655853,0.5585199,-0.20861724,0.30483943,0.9799545,0.25072032,0.7132125
1.3036618,0.58306533,0.6229029,0.93712294,0.574694,0.19578399,0.42875913,-0.90606326,0.1782141,0.23430052,0.20152232,-0.14720002,1.1829087,0.15443522,1.3988553
0.35390413,-0.15406108,0.26247135,0.74181145,0.033629797,0.9983647,0.42509678,0.0838263,0.2729457,0.13303442,-0.09492377,0.32087368,-0.115747154,0.2518299,1.5100465
